"FullName","Extension","Length","LastWriteTime"
"C:\EAR_OS_V2\src\app\(artist)\artistas\pricing\page.tsx",".tsx","804","17/05/2026 11:19:19"
"C:\EAR_OS_V2\src\app\(artist)\artistas\profile\page.tsx",".tsx","1072","17/05/2026 11:18:55"
"C:\EAR_OS_V2\src\app\(artist)\artistas\repertoire\page.tsx",".tsx","798","17/05/2026 11:19:08"
"C:\EAR_OS_V2\src\app\(artist)\artistas\settings\page.tsx",".tsx","1656","17/05/2026 11:19:33"
"C:\EAR_OS_V2\src\app\(dashboard)\giras\page.tsx",".tsx","9997","15/05/2026 16:56:07"
"C:\EAR_OS_V2\src\app\(label)\artists\dashboard\page.tsx",".tsx","14749","17/05/2026 19:24:37"
"C:\EAR_OS_V2\src\app\(nexus)\(admin)\analytics\page.tsx",".tsx","779","13/05/2026 20:21:40"
"C:\EAR_OS_V2\src\app\(nexus)\(admin)\artistas-auditoria\page.tsx",".tsx","511","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\(admin)\command-center\page.tsx",".tsx","495","30/07/2026 13:01:37"
"C:\EAR_OS_V2\src\app\(nexus)\(admin)\control\page.tsx",".tsx","500","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\layout.tsx",".tsx","216","07/05/2026 16:34:00"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\giras\[id]\page.js",".js","233","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\giras\[id]\page.tsx",".tsx","235","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\studio\page.tsx",".tsx","192","11/05/2026 23:20:38"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\studio\[lessonId]\page.js",".js","233","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\studio\[lessonId]\page.tsx",".tsx","235","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\(dashboard)\vault\page.tsx",".tsx","498","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\layout.tsx",".tsx","1399","31/07/2026 17:10:58"
"C:\EAR_OS_V2\src\app\(nexus)\admin\page.tsx",".tsx","201","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\configurador\page.tsx",".tsx","386","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\crm\page.tsx",".tsx","236","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\crm-vulnerable\page.tsx",".tsx","3577","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\estado\page.tsx",".tsx","230","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\flota\page.tsx",".tsx","568","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\hunter\page.tsx",".tsx","12803","07/05/2026 12:00:46"
"C:\EAR_OS_V2\src\app\(nexus)\admin\oraculo\page.tsx",".tsx","602","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\admin\vimume\page.tsx",".tsx","12226","07/05/2026 12:24:35"
"C:\EAR_OS_V2\src\app\(nexus)\centro-mando\page.tsx",".tsx","409","12/05/2026 1:13:52"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\EarCommandCenter.tsx",".tsx","8072","11/05/2026 14:30:26"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\NexusMissionTracker.tsx",".tsx","12788","11/05/2026 14:40:08"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\page.tsx",".tsx","2287","11/05/2026 14:30:04"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\operaciones\[tourId]\page.js",".js","661","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\operaciones\[tourId]\page.tsx",".tsx","698","13/05/2026 10:01:52"
"C:\EAR_OS_V2\src\app\(nexus)\dashboard\vault\page.tsx",".tsx","423","13/05/2026 10:06:08"
"C:\EAR_OS_V2\src\app\(nexus)\nexus\[role]\[id]\page.js",".js","8925","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(nexus)\nexus\[role]\[id]\page.tsx",".tsx","9151","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(nexus)\portal\page.tsx",".tsx","4007","13/05/2026 9:07:30"
"C:\EAR_OS_V2\src\app\(public)\error.tsx",".tsx","2191","18/05/2026 17:15:49"
"C:\EAR_OS_V2\src\app\(public)\layout.tsx",".tsx","1178","15/05/2026 13:04:58"
"C:\EAR_OS_V2\src\app\(public)\loading.tsx",".tsx","740","18/05/2026 17:15:59"
"C:\EAR_OS_V2\src\app\(public)\page.tsx",".tsx","12501","18/05/2026 11:23:12"
"C:\EAR_OS_V2\src\app\(public)\(auth)\auditoria\page.tsx",".tsx","502","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\(auth)\login\page.tsx",".tsx","161","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\(auth)\register\page.tsx",".tsx","173","30/05/2026 8:29:34"
"C:\EAR_OS_V2\src\app\(public)\about\page.tsx",".tsx","526","11/05/2026 13:40:57"
"C:\EAR_OS_V2\src\app\(public)\arsenal\page.tsx",".tsx","481","17/05/2026 20:51:31"
"C:\EAR_OS_V2\src\app\(public)\artistas\page.tsx",".tsx","5505","15/05/2026 15:27:54"
"C:\EAR_OS_V2\src\app\(public)\artistas\aniversarios\page.tsx",".tsx","3088","17/05/2026 11:20:09"
"C:\EAR_OS_V2\src\app\(public)\artistas\bodas\page.tsx",".tsx","2967","17/05/2026 11:19:42"
"C:\EAR_OS_V2\src\app\(public)\artistas\ciudades\page.tsx",".tsx","2402","17/05/2026 11:19:56"
"C:\EAR_OS_V2\src\app\(public)\artistas\cumpleaños\page.tsx",".tsx","3008","17/05/2026 11:20:14"
"C:\EAR_OS_V2\src\app\(public)\artistas\djs\page.tsx",".tsx","9465","18/05/2026 9:54:05"
"C:\EAR_OS_V2\src\app\(public)\artistas\edwin-agudelo\page.tsx",".tsx","641","14/05/2026 13:54:56"
"C:\EAR_OS_V2\src\app\(public)\artistas\eventos\page.tsx",".tsx","3364","17/05/2026 11:19:38"
"C:\EAR_OS_V2\src\app\(public)\artistas\ferias\page.tsx",".tsx","3038","17/05/2026 11:19:47"
"C:\EAR_OS_V2\src\app\(public)\artistas\festivales\page.tsx",".tsx","3001","17/05/2026 11:19:51"
"C:\EAR_OS_V2\src\app\(public)\artistas\municipios\page.tsx",".tsx","2475","17/05/2026 11:20:05"
"C:\EAR_OS_V2\src\app\(public)\artistas\orquestas\page.tsx",".tsx","11511","18/05/2026 9:53:51"
"C:\EAR_OS_V2\src\app\(public)\artistas\provincias\page.tsx",".tsx","1977","17/05/2026 11:20:00"
"C:\EAR_OS_V2\src\app\(public)\artistas\shows\page.tsx",".tsx","12116","18/05/2026 9:53:58"
"C:\EAR_OS_V2\src\app\(public)\artistas\solistas\page.tsx",".tsx","13191","18/05/2026 10:36:04"
"C:\EAR_OS_V2\src\app\(public)\artistas\[slug]\page.js",".js","16556","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\artistas\[slug]\page.tsx",".tsx","16825","17/05/2026 19:23:52"
"C:\EAR_OS_V2\src\app\(public)\artistas\[slug]\booking\page.js",".js","4058","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\artistas\[slug]\booking\page.tsx",".tsx","4112","15/05/2026 15:28:31"
"C:\EAR_OS_V2\src\app\(public)\artists\page.tsx",".tsx","125","17/05/2026 11:15:30"
"C:\EAR_OS_V2\src\app\(public)\artists\press\page.tsx",".tsx","3709","17/05/2026 11:15:49"
"C:\EAR_OS_V2\src\app\(public)\artists\releases\page.tsx",".tsx","3354","17/05/2026 11:15:44"
"C:\EAR_OS_V2\src\app\(public)\artists\roster\page.tsx",".tsx","2803","17/05/2026 11:15:39"
"C:\EAR_OS_V2\src\app\(public)\artists\[slug]\page.js",".js","189","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\artists\[slug]\page.tsx",".tsx","190","17/05/2026 11:15:35"
"C:\EAR_OS_V2\src\app\(public)\aviso-legal\page.tsx",".tsx","1406","12/05/2026 15:57:13"
"C:\EAR_OS_V2\src\app\(public)\ayuntamientospremium\page.tsx",".tsx","13338","15/05/2026 12:35:52"
"C:\EAR_OS_V2\src\app\(public)\blog\page.tsx",".tsx","6212","14/05/2026 18:48:47"
"C:\EAR_OS_V2\src\app\(public)\blog\b2g\page.tsx",".tsx","1859","15/05/2026 9:36:32"
"C:\EAR_OS_V2\src\app\(public)\blog\casos-clinicos\page.tsx",".tsx","2523","15/05/2026 9:36:11"
"C:\EAR_OS_V2\src\app\(public)\blog\impacto-social\page.tsx",".tsx","1878","15/05/2026 9:36:22"
"C:\EAR_OS_V2\src\app\(public)\blog\investigacion\page.tsx",".tsx","1909","15/05/2026 9:35:58"
"C:\EAR_OS_V2\src\app\(public)\blog\newsletter\page.tsx",".tsx","427","15/05/2026 10:08:52"
"C:\EAR_OS_V2\src\app\(public)\blog\tecnica-sonora\page.tsx",".tsx","1904","15/05/2026 9:36:42"
"C:\EAR_OS_V2\src\app\(public)\blog\[category]\[slug]\page.js",".js","4371","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\blog\[category]\[slug]\page.tsx",".tsx","4619","15/05/2026 9:44:36"
"C:\EAR_OS_V2\src\app\(public)\bodas\guias\page.tsx",".tsx","5832","13/05/2026 8:57:14"
"C:\EAR_OS_V2\src\app\(public)\calculadora\page.tsx",".tsx","343","08/05/2026 23:18:18"
"C:\EAR_OS_V2\src\app\(public)\categorias\page.tsx",".tsx","4452","12/05/2026 22:14:00"
"C:\EAR_OS_V2\src\app\(public)\contacto\page.tsx",".tsx","10379","18/05/2026 10:40:49"
"C:\EAR_OS_V2\src\app\(public)\contacto\[slug]\page.js",".js","12447","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\contacto\[slug]\page.tsx",".tsx","12582","18/05/2026 10:40:58"
"C:\EAR_OS_V2\src\app\(public)\cookies\page.tsx",".tsx","3274","08/05/2026 23:18:27"
"C:\EAR_OS_V2\src\app\(public)\cotizador\page.tsx",".tsx","474","12/05/2026 15:56:06"
"C:\EAR_OS_V2\src\app\(public)\dossier\page.tsx",".tsx","15079","14/05/2026 14:10:49"
"C:\EAR_OS_V2\src\app\(public)\dossier\[id]\page.js",".js","5357","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\dossier\[id]\page.tsx",".tsx","5580","13/05/2026 20:18:03"
"C:\EAR_OS_V2\src\app\(public)\empresarios\page.tsx",".tsx","504","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\eventos\page.tsx",".tsx","4671","11/05/2026 13:39:47"
"C:\EAR_OS_V2\src\app\(public)\infraestructura\page.tsx",".tsx","9976","14/05/2026 19:02:55"
"C:\EAR_OS_V2\src\app\(public)\infraestructura\mundial-2026\page.tsx",".tsx","4545","13/05/2026 8:56:13"
"C:\EAR_OS_V2\src\app\(public)\journal\page.tsx",".tsx","500","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\marketplace\page.tsx",".tsx","3149","14/05/2026 13:04:00"
"C:\EAR_OS_V2\src\app\(public)\ocasiones\[slug]\page.js",".js","3600","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\ocasiones\[slug]\page.tsx",".tsx","3874","13/05/2026 20:11:33"
"C:\EAR_OS_V2\src\app\(public)\precios\page.tsx",".tsx","500","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\privacidad\page.tsx",".tsx","1525","12/05/2026 15:57:04"
"C:\EAR_OS_V2\src\app\(public)\proyectos\vimume\alzheimer\page.tsx",".tsx","9211","15/05/2026 10:08:35"
"C:\EAR_OS_V2\src\app\(public)\proyectos\vimume\ods-2030\page.tsx",".tsx","9514","15/05/2026 10:08:45"
"C:\EAR_OS_V2\src\app\(public)\proyectos\vimume\protocolo\page.tsx",".tsx","9713","15/05/2026 10:08:40"
"C:\EAR_OS_V2\src\app\(public)\proyectos\vimume\recursos\page.tsx",".tsx","4993","15/05/2026 10:53:00"
"C:\EAR_OS_V2\src\app\(public)\proyectos\vimume\silver-economy\page.tsx",".tsx","8358","15/05/2026 10:08:30"
"C:\EAR_OS_V2\src\app\(public)\reclamar-perfil\page.tsx",".tsx","18266","18/05/2026 10:40:28"
"C:\EAR_OS_V2\src\app\(public)\servicios\page.tsx",".tsx","8787","18/05/2026 10:22:18"
"C:\EAR_OS_V2\src\app\(public)\servicios\[nicho]\page.js",".js","1445","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\servicios\[nicho]\page.tsx",".tsx","1601","13/05/2026 8:40:01"
"C:\EAR_OS_V2\src\app\(public)\servicios\[nicho]\[ciudad]\page.js",".js","1904","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\servicios\[nicho]\[ciudad]\page.tsx",".tsx","2063","13/05/2026 7:49:08"
"C:\EAR_OS_V2\src\app\(public)\soberania-tecnica\page.tsx",".tsx","6360","14/05/2026 11:44:32"
"C:\EAR_OS_V2\src\app\(public)\social\page.tsx",".tsx","499","06/05/2026 21:22:42"
"C:\EAR_OS_V2\src\app\(public)\the-signal\page.tsx",".tsx","457","17/05/2026 20:51:35"
"C:\EAR_OS_V2\src\app\(public)\vimume\page.tsx",".tsx","5524","15/05/2026 22:09:37"
"C:\EAR_OS_V2\src\app\(public)\vimume\centros\page.tsx",".tsx","8683","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\conocimiento\[nicho]\page.js",".js","5965","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\(public)\vimume\conocimiento\[nicho]\page.tsx",".tsx","5961","18/05/2026 15:53:05"
"C:\EAR_OS_V2\src\app\(public)\vimume\consorcios\page.tsx",".tsx","5247","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\contacto\page.tsx",".tsx","13298","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\eventos\page.tsx",".tsx","7884","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\faq\page.tsx",".tsx","15225","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\fondos-europeos\page.tsx",".tsx","5330","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\fundacion\page.tsx",".tsx","5569","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\gobernanza-del-dato\page.tsx",".tsx","4948","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\hermes\page.tsx",".tsx","14805","17/05/2026 10:38:46"
"C:\EAR_OS_V2\src\app\(public)\vimume\hermes\dashboard\page.tsx",".tsx","127339","17/05/2026 11:03:17"
"C:\EAR_OS_V2\src\app\(public)\vimume\inversion\page.tsx",".tsx","10978","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\investigacion\page.tsx",".tsx","13280","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\nosotros\page.tsx",".tsx","11784","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\piloto-5-centros\page.tsx",".tsx","6309","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\prensa\page.tsx",".tsx","7639","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\protocolo\page.tsx",".tsx","5508","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\roadmap\page.tsx",".tsx","10980","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\(public)\vimume\terapia-ocupacional\page.tsx",".tsx","5972","15/05/2026 17:21:43"
"C:\EAR_OS_V2\src\app\actions\backupActions.js",".js","1344","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\backupActions.ts",".ts","1331","17/05/2026 20:50:03"
"C:\EAR_OS_V2\src\app\actions\checkoutActions.js",".js","5976","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\checkoutActions.ts",".ts","5951","18/05/2026 17:26:53"
"C:\EAR_OS_V2\src\app\actions\commandCenterActions.js",".js","6193","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\commandCenterActions.ts",".ts","6623","18/05/2026 20:54:18"
"C:\EAR_OS_V2\src\app\actions\dossierActions.js",".js","4366","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\dossierActions.ts",".ts","4278","14/05/2026 11:31:34"
"C:\EAR_OS_V2\src\app\actions\matcherActions.js",".js","9832","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\matcherActions.ts",".ts","9199","18/05/2026 17:26:29"
"C:\EAR_OS_V2\src\app\actions\stripeConnectActions.js",".js","3935","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\actions\stripeConnectActions.ts",".ts","3668","18/05/2026 17:36:42"
"C:\EAR_OS_V2\src\app\api\admin\demand-map\route.js",".js","429","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\admin\demand-map\route.ts",".ts","452","28/07/2026 8:55:53"
"C:\EAR_OS_V2\src\app\api\astra\route.js",".js","3939","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\astra\route.ts",".ts","4096","11/05/2026 16:26:02"
"C:\EAR_OS_V2\src\app\api\astra\systemPrompt.js",".js","3384","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\astra\systemPrompt.ts",".ts","3384","07/05/2026 20:54:13"
"C:\EAR_OS_V2\src\app\api\astra\query\route.js",".js","1276","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\astra\query\route.ts",".ts","1310","15/05/2026 9:34:18"
"C:\EAR_OS_V2\src\app\api\contracts\generate\route.js",".js","1160","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\contracts\generate\route.ts",".ts","1096","26/07/2026 21:58:47"
"C:\EAR_OS_V2\src\app\api\cron\obsidian-sync\route.js",".js","2419","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\cron\obsidian-sync\route.ts",".ts","2329","18/05/2026 17:26:09"
"C:\EAR_OS_V2\src\app\api\fleet\map\route.js",".js","788","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\fleet\map\route.ts",".ts","682","17/05/2026 20:35:39"
"C:\EAR_OS_V2\src\app\api\fleet\waybills\[id]\route.js",".js","1236","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\fleet\waybills\[id]\route.ts",".ts","1069","18/05/2026 15:51:47"
"C:\EAR_OS_V2\src\app\api\health\route.js",".js","1880","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\health\route.ts",".ts","1744","18/05/2026 16:38:20"
"C:\EAR_OS_V2\src\app\api\hunter\execute\route.js",".js","1640","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\hunter\execute\route.ts",".ts","1710","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\hunter\ingest\route.js",".js","1637","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\hunter\ingest\route.ts",".ts","1581","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\hunter\phantom\route.js",".js","1440","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\hunter\phantom\route.ts",".ts","1509","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\nexus\user\sync\route.js",".js","946","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\nexus\user\sync\route.ts",".ts","866","11/05/2026 23:44:52"
"C:\EAR_OS_V2\src\app\api\oracle\infer\route.js",".js","1963","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\oracle\infer\route.ts",".ts","2037","05/05/2026 9:57:25"
"C:\EAR_OS_V2\src\app\api\oracle\simulator\route.js",".js","1407","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\oracle\simulator\route.ts",".ts","1425","12/05/2026 14:06:36"
"C:\EAR_OS_V2\src\app\api\payments\checkout\route.js",".js","2027","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\payments\checkout\route.ts",".ts","1776","12/05/2026 17:09:59"
"C:\EAR_OS_V2\src\app\api\payments\create-session\route.js",".js","1255","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\payments\create-session\route.ts",".ts","1214","11/05/2026 12:38:04"
"C:\EAR_OS_V2\src\app\api\payments\liquidate\route.js",".js","1428","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\payments\liquidate\route.ts",".ts","1369","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\payments\webhook\route.js",".js","15118","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\payments\webhook\route.ts",".ts","1705","30/07/2026 10:46:18"
"C:\EAR_OS_V2\src\app\api\profiles\route.js",".js","311","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\profiles\route.ts",".ts","308","26/07/2026 2:18:13"
"C:\EAR_OS_V2\src\app\api\profiles\claim\route.js",".js","2995","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\profiles\claim\route.ts",".ts","2851","18/05/2026 10:42:27"
"C:\EAR_OS_V2\src\app\api\profiles\search\route.js",".js","1688","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\profiles\search\route.ts",".ts","1526","18/05/2026 16:46:55"
"C:\EAR_OS_V2\src\app\api\rag\query\route.js",".js","1234","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\rag\query\route.ts",".ts","1199","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\system\read-file\route.js",".js","937","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\system\read-file\route.ts",".ts","884","18/05/2026 18:28:46"
"C:\EAR_OS_V2\src\app\api\telemetry\marketplace\route.js",".js","2197","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\telemetry\marketplace\route.ts",".ts","2006","13/05/2026 21:51:49"
"C:\EAR_OS_V2\src\app\api\test-telegram\route.js",".js","994","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\test-telegram\route.ts",".ts","1066","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\tripwire\route.js",".js","1334","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\tripwire\route.ts",".ts","1381","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\vampire\transmute\route.js",".js","846","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\vampire\transmute\route.ts",".ts","889","04/05/2026 15:57:28"
"C:\EAR_OS_V2\src\app\api\webhooks\stripe\route.js",".js","5746","28/07/2026 8:51:41"
"C:\EAR_OS_V2\src\app\api\webhooks\stripe\route.ts",".ts","4970","17/05/2026 21:06:26"
"C:\EAR_OS_V2\src\app\components\AllianceNetwork.tsx",".tsx","251","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\AstraNeuralTwin.tsx",".tsx","256","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\AutonomousOrchestrator.tsx",".tsx","272","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\BucleAprendizaje.tsx",".tsx","259","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\CostCalculator.tsx",".tsx","10891","12/05/2026 14:38:12"
"C:\EAR_OS_V2\src\app\components\DemandEngine.tsx",".tsx","1335","11/05/2026 14:35:42"
"C:\EAR_OS_V2\src\app\components\DiscoveryHero.tsx",".tsx","4197","17/05/2026 20:59:17"
"C:\EAR_OS_V2\src\app\components\EarCommandCenter.tsx",".tsx","11857","11/05/2026 11:34:38"
"C:\EAR_OS_V2\src\app\components\EarOS_Reconstructor.tsx",".tsx","3067","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\EventsSection.tsx",".tsx","6863","27/07/2026 20:33:33"
"C:\EAR_OS_V2\src\app\components\Footer.tsx",".tsx","55","11/05/2026 17:54:25"
"C:\EAR_OS_V2\src\app\components\Home.tsx",".tsx","3982","28/07/2026 8:58:01"
"C:\EAR_OS_V2\src\app\components\ImpactSystems.tsx",".tsx","6829","14/05/2026 11:41:15"
"C:\EAR_OS_V2\src\app\components\MotorTactico.tsx",".tsx","1843","13/05/2026 8:39:20"
"C:\EAR_OS_V2\src\app\components\Navbar.tsx",".tsx","55","11/05/2026 17:54:25"
"C:\EAR_OS_V2\src\app\components\NeuralFilter.tsx",".tsx","4798","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\OmnibusTracker.tsx",".tsx","255","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\OracleMatrix.tsx",".tsx","7964","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\OracleSearch.tsx",".tsx","2522","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\PaymentModal.tsx",".tsx","5513","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\Privacy.tsx",".tsx","2313","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\ProveedorDirectory.tsx",".tsx","802","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\ReservationSystem.tsx",".tsx","17880","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\SimuladorEscenarios.tsx",".tsx","268","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\SovereignMemoryTest.tsx",".tsx","881","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\SovereignNav.tsx",".tsx","1263","13/05/2026 8:39:50"
"C:\EAR_OS_V2\src\app\components\SovereignSkeleton.tsx",".tsx","627","06/05/2026 21:30:28"
"C:\EAR_OS_V2\src\app\components\TheEarSignal.tsx",".tsx","15009","07/05/2026 13:22:14"
"C:\EAR_OS_V2\src\app\components\ThreeDoors.tsx",".tsx","5385","12/05/2026 14:36:52"
"C:\EAR_OS_V2\src\app\components\artists\ArtistAnalytics.tsx",".tsx","3633","17/05/2026 11:15:10"
"C:\EAR_OS_V2\src\app\components\artists\ArtistBio.tsx",".tsx","3333","17/05/2026 11:18:22"
"C:\EAR_OS_V2\src\app\components\artists\ArtistBioEditor.tsx",".tsx","5492","17/05/2026 11:14:58"
"C:\EAR_OS_V2\src\app\components\artists\ArtistBookingFlow.tsx",".tsx","12968","19/05/2026 22:13:24"
"C:\EAR_OS_V2\src\app\components\artists\ArtistCarousel.tsx",".tsx","4233","17/05/2026 11:14:49"
"C:\EAR_OS_V2\src\app\components\artists\ArtistContractsPanel.tsx",".tsx","3404","17/05/2026 11:15:05"
"C:\EAR_OS_V2\src\app\components\artists\ArtistGallery.tsx",".tsx","2572","17/05/2026 11:18:17"
"C:\EAR_OS_V2\src\app\components\artists\ArtistHero.tsx",".tsx","2373","17/05/2026 11:14:40"
"C:\EAR_OS_V2\src\app\components\artists\ArtistMediaGrid.tsx",".tsx","3275","17/05/2026 11:14:53"
"C:\EAR_OS_V2\src\app\components\artists\ArtistPricingMatrix.tsx",".tsx","3485","17/05/2026 11:18:37"
"C:\EAR_OS_V2\src\app\components\artists\ArtistReleaseList.tsx",".tsx","3536","17/05/2026 11:15:02"
"C:\EAR_OS_V2\src\app\components\artists\ArtistRepertoire.tsx",".tsx","3913","17/05/2026 11:18:27"
